Employee ID,Age,Attrition,BusinessTravel,Department,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobSatisfaction,MaritalStatus,MonthlyIncome,OverTime,TotalWorkingYears,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,DistanceFromHome
229,35,0,Travel_Frequently,Sales,Marketing,3,Female,3,3,3,Single,8789,No,10,4,10,7,0,8,1
230,29,1,Travel_Rarely,Research & Development,Medical,3,Male,2,1,4,Single,2389,Yes,4,2,4,3,0,1,18
231,52,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,1,4,Single,3212,No,6,2,2,2,2,2,2
232,42,0,Travel_Rarely,Research & Development,Technical Degree,3,Male,3,5,4,Married,19232,No,22,3,22,17,11,15,4
233,59,0,Travel_Rarely,Human Resources,Medical,2,Male,3,1,3,Married,2267,No,7,2,2,2,2,2,6
234,50,0,Travel_Rarely,Sales,Medical,4,Female,3,5,4,Divorced,19517,No,32,2,7,0,0,6,1
235,33,1,Travel_Rarely,Research & Development,Medical,3,Male,3,1,4,Married,2436,Yes,8,1,5,4,0,4,14
236,43,0,Travel_Rarely,Sales,Marketing,4,Female,3,4,4,Married,16064,Yes,22,3,17,13,1,9,16
237,33,1,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,1,Married,2707,No,13,4,9,7,1,7,2
238,52,0,Non-Travel,Sales,Life Sciences,1,Male,2,5,3,Single,19068,Yes,33,4,33,7,15,12,2
239,32,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,1,2,Married,3931,No,6,3,4,3,1,2,4
240,32,1,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,1,3,Single,3730,Yes,4,1,3,2,1,2,1
241,39,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,3,Divorced,2232,No,7,3,3,2,1,2,1
242,32,0,Non-Travel,Sales,Marketing,3,Male,3,2,4,Married,4465,No,4,3,3,2,2,2,26
243,41,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,1,Divorced,3072,No,17,2,1,0,0,0,19
244,40,0,Travel_Rarely,Research & Development,Technical Degree,1,Male,3,2,4,Divorced,3319,No,9,3,9,8,4,7,24
245,45,0,Travel_Rarely,Research & Development,Other,3,Male,4,5,4,Married,19202,No,25,3,24,0,1,7,1
246,31,0,Travel_Frequently,Research & Development,Medical,2,Male,3,3,3,Divorced,13675,No,9,3,2,2,2,2,3
247,33,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,2,1,4,Married,2911,No,2,2,2,2,0,2,5
248,34,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,2,1,Married,5957,No,13,3,11,9,5,9,2
249,37,0,Travel_Rarely,Research & Development,Medical,3,Female,2,1,1,Married,3920,No,17,2,3,1,0,2,1
250,45,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,4,2,3,Married,6434,No,9,3,3,2,0,2,7
251,37,1,Travel_Frequently,Research & Development,Medical,1,Male,3,3,3,Divorced,10048,No,17,3,1,0,0,0,10
252,39,0,Travel_Frequently,Research & Development,Technical Degree,3,Female,3,3,3,Single,10938,No,20,3,19,6,11,8,2
253,29,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,4,Single,2340,No,6,3,6,5,1,5,15
254,42,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,4,2,1,Single,6545,Yes,10,3,3,2,0,2,17
255,29,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,4,Divorced,6931,No,10,3,3,2,0,2,20
256,25,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,2,3,Married,4898,No,5,3,4,2,1,2,1
257,42,0,Travel_Rarely,Research & Development,Medical,4,Female,2,1,1,Divorced,2593,Yes,10,3,9,6,7,8,2
258,40,0,Travel_Rarely,Research & Development,Medical,1,Male,3,5,3,Divorced,19436,No,22,3,21,7,3,9,2
259,51,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,4,Married,2723,No,1,2,1,0,0,0,1
260,31,1,Travel_Frequently,Research & Development,Medical,3,Male,2,1,2,Single,3479,No,6,4,5,4,1,4,29
261,32,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,4,1,2,Married,2794,No,5,1,5,1,0,3,7
262,38,0,Non-Travel,Sales,Life Sciences,4,Male,2,2,4,Married,5249,No,13,3,8,7,7,5,2
263,32,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,2,2,1,Single,2176,No,9,3,6,2,0,4,2
264,46,0,Travel_Rarely,Sales,Technical Degree,3,Female,1,4,2,Married,16872,Yes,28,2,7,7,7,7,2
265,28,1,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,3,Single,3485,No,5,1,0,0,0,0,2
266,29,0,Travel_Rarely,Sales,Medical,1,Male,2,2,2,Married,6644,No,10,3,0,0,0,0,2
267,31,0,Travel_Rarely,Research & Development,Medical,2,Male,2,2,4,Married,5582,No,10,3,9,0,7,8,23
268,25,0,Non-Travel,Research & Development,Life Sciences,2,Male,4,2,1,Divorced,4000,No,6,3,6,3,1,5,5
269,45,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,4,Married,13496,Yes,21,3,20,7,4,10,20
270,36,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,4,Married,3210,No,16,3,15,13,10,11,6
271,55,0,Travel_Rarely,Research & Development,Medical,4,Male,3,5,1,Single,19045,Yes,37,3,36,10,4,13,1
272,47,1,Non-Travel,Research & Development,Life Sciences,1,Male,3,3,2,Married,11849,Yes,10,2,10,7,9,9,29
273,28,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,4,Married,2070,No,5,2,5,2,0,4,9
274,37,0,Travel_Rarely,Sales,Medical,3,Male,3,2,4,Married,6502,No,7,4,5,4,0,1,6
275,21,0,Travel_Rarely,Research & Development,Medical,4,Male,2,1,3,Single,3230,No,3,4,3,2,1,0,3
276,37,0,Non-Travel,Research & Development,Medical,1,Female,3,3,4,Divorced,13603,Yes,15,3,5,2,0,2,1
277,35,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,4,3,2,Divorced,11996,No,10,2,7,7,6,2,22
278,38,0,Travel_Rarely,Sales,Medical,1,Female,4,2,1,Divorced,5605,Yes,8,3,8,0,7,7,7
279,26,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,3,2,2,Divorced,6397,No,6,1,6,5,1,4,1
280,50,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,5,2,Divorced,19144,No,28,2,10,4,1,6,4
281,53,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,3,Married,17584,Yes,21,2,5,3,1,3,3
282,42,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,3,Married,4907,No,20,3,20,16,11,6,1
283,29,0,Travel_Frequently,Sales,Life Sciences,2,Male,3,2,4,Single,4554,No,10,2,10,7,0,9,2
284,55,0,Travel_Rarely,Research & Development,Technical Degree,2,Male,3,2,4,Married,5415,Yes,12,3,10,7,0,8,20
285,26,0,Travel_Frequently,Research & Development,Medical,1,Male,3,2,1,Married,4741,Yes,5,3,5,3,3,3,11
286,37,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,4,Single,2115,No,17,3,17,12,5,7,1
287,44,1,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,1,3,Divorced,3161,Yes,19,1,1,0,0,0,24
288,38,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,2,4,Divorced,5745,No,10,3,2,2,1,2,23
289,26,1,Travel_Rarely,Research & Development,Medical,1,Male,3,1,2,Divorced,2373,Yes,5,3,3,2,0,2,16
290,28,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,4,Single,3310,No,5,3,5,3,0,2,8
291,49,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,3,5,1,Single,18665,Yes,22,3,3,2,1,2,10
292,36,0,Travel_Rarely,Research & Development,Technical Degree,3,Male,3,2,2,Single,4485,No,10,3,8,0,7,7,3
293,31,0,Travel_Frequently,Sales,Marketing,4,Female,3,1,2,Divorced,2789,No,2,2,2,2,2,2,5
294,26,1,Travel_Rarely,Sales,Marketing,4,Male,2,2,4,Single,5828,Yes,8,3,8,7,7,4,4
295,37,0,Travel_Frequently,Research & Development,Medical,2,Male,3,1,4,Married,2326,Yes,4,2,4,2,1,2,9
296,42,0,Travel_Frequently,Sales,Marketing,3,Female,3,4,2,Married,13525,No,23,4,20,4,4,8,26
297,18,1,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,3,Single,1420,No,0,3,0,0,0,0,3
298,35,0,Travel_Rarely,Sales,Marketing,3,Male,3,3,2,Married,8020,No,12,2,11,9,6,9,16
299,36,0,Travel_Frequently,Research & Development,Life Sciences,3,Male,4,1,4,Married,3688,No,4,3,1,0,0,0,18
300,51,0,Travel_Rarely,Research & Development,Medical,4,Male,1,2,2,Divorced,5482,No,13,3,4,1,1,2,2
301,41,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,4,2,Single,16015,No,22,3,22,10,0,4,2
302,18,0,Travel_Rarely,Sales,Medical,4,Female,2,1,3,Single,1200,No,0,3,0,0,0,0,10
303,28,0,Travel_Rarely,Research & Development,Medical,2,Male,4,2,1,Single,5661,No,9,3,8,3,0,7,16
304,31,0,Travel_Rarely,Sales,Technical Degree,2,Male,4,2,4,Married,6929,No,10,2,8,7,7,7,7
305,39,0,Travel_Rarely,Research & Development,Medical,3,Male,4,3,4,Divorced,9613,No,19,2,18,10,3,7,1
306,36,0,Non-Travel,Research & Development,Life Sciences,2,Female,3,2,2,Married,5674,No,11,3,9,8,0,8,24
307,32,0,Travel_Rarely,Sales,Life Sciences,4,Male,2,2,3,Married,5484,No,13,2,13,8,4,8,7
308,38,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,2,3,2,Married,12061,No,19,3,10,8,0,1,25
309,58,0,Non-Travel,Research & Development,Life Sciences,4,Male,1,2,3,Divorced,5660,Yes,12,3,5,3,1,2,1
310,31,0,Travel_Rarely,Research & Development,Technical Degree,3,Male,3,1,4,Married,4821,Yes,6,3,5,2,0,3,5
311,31,0,Travel_Rarely,Human Resources,Human Resources,1,Male,2,2,1,Married,6410,No,9,3,2,2,1,0,2
312,45,0,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,3,1,Divorced,5210,No,24,3,24,9,9,11,7
313,31,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,4,Divorced,2695,Yes,3,1,2,2,2,2,2
314,33,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,3,2,Married,11878,No,12,3,10,6,8,8,5
315,39,0,Travel_Rarely,Research & Development,Medical,3,Male,3,4,1,Married,17068,Yes,21,3,21,9,11,10,10
316,43,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,3,1,4,Single,2455,No,9,3,8,7,1,7,10
317,49,0,Travel_Rarely,Research & Development,Technical Degree,3,Female,2,4,3,Single,13964,Yes,25,3,7,1,0,7,1
318,52,1,Travel_Rarely,Research & Development,Medical,3,Male,2,2,2,Married,4941,No,11,2,8,2,7,7,8
319,27,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,1,2,Single,2478,Yes,4,2,4,3,1,2,5
320,32,0,Travel_Rarely,Sales,Technical Degree,3,Female,2,2,2,Married,5228,Yes,13,3,13,12,11,9,8
321,27,0,Travel_Rarely,Sales,Life Sciences,4,Male,3,2,3,Single,4478,Yes,5,3,5,4,0,4,2
322,31,0,Travel_Rarely,Sales,Marketing,4,Male,3,2,4,Divorced,7547,No,13,3,7,7,1,7,7
323,32,0,Travel_Rarely,Research & Development,Medical,1,Female,4,2,4,Single,5055,No,10,2,7,7,0,7,2
324,28,1,Travel_Rarely,Research & Development,Medical,1,Male,1,1,4,Married,3464,Yes,5,2,3,2,2,2,2
325,30,0,Travel_Rarely,Research & Development,Medical,4,Female,3,2,4,Married,5775,No,11,3,10,8,1,9,28
326,31,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,2,3,3,Married,8943,No,10,3,10,9,8,9,7
327,39,0,Travel_Frequently,Research & Development,Medical,3,Male,2,5,4,Married,19272,No,21,3,21,9,13,3,7
328,39,1,Travel_Rarely,Sales,Medical,4,Female,3,2,3,Married,5238,Yes,12,2,1,0,0,0,3
329,33,0,Travel_Frequently,Sales,Marketing,2,Male,2,2,4,Single,4682,No,9,2,7,7,0,1,10
330,47,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,5,3,Married,18300,No,21,3,3,2,1,1,5
331,43,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,2,2,3,Divorced,5257,No,9,4,9,7,0,0,10
332,27,0,Non-Travel,Sales,Marketing,3,Male,3,2,2,Married,6349,Yes,6,3,5,4,1,4,1
333,54,0,Travel_Frequently,Research & Development,Life Sciences,4,Female,3,2,3,Single,4869,No,20,2,4,3,0,3,20
334,43,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,3,1,Married,9985,No,10,2,1,0,0,0,7
335,45,0,Travel_Rarely,Research & Development,Other,4,Male,3,2,4,Married,3697,No,12,3,10,9,9,8,8
336,40,0,Travel_Rarely,Sales,Medical,2,Male,1,2,4,Married,7457,Yes,6,2,4,3,0,2,1
337,29,1,Travel_Rarely,Research & Development,Other,2,Male,1,1,1,Married,2119,Yes,7,2,7,7,0,7,8
338,29,0,Travel_Rarely,Research & Development,Other,2,Male,2,1,4,Single,3983,No,4,3,3,2,2,2,9
339,30,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,3,Divorced,6118,No,10,3,10,9,1,2,5
340,27,0,Travel_Rarely,Sales,Marketing,2,Female,3,2,2,Married,6214,No,8,3,8,7,0,7,8
341,37,0,Travel_Rarely,Research & Development,Medical,4,Male,3,2,4,Divorced,6347,No,8,2,6,2,0,4,5
342,38,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,3,4,Divorced,11510,Yes,12,3,11,10,2,9,15
343,31,0,Travel_Rarely,Research & Development,Medical,3,Female,3,3,4,Single,7143,Yes,11,2,11,9,4,10,7
344,29,0,Travel_Rarely,Sales,Marketing,4,Female,2,2,2,Divorced,8268,Yes,7,3,7,7,1,7,10
345,35,0,Travel_Rarely,Research & Development,Technical Degree,3,Male,3,3,2,Single,8095,No,17,3,16,6,0,13,5
346,23,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,1,4,Divorced,2904,No,4,2,4,2,0,2,26
347,41,0,Travel_Rarely,Research & Development,Medical,4,Male,2,2,2,Single,6032,Yes,8,3,5,4,1,2,6
348,47,0,Travel_Frequently,Sales,Medical,2,Male,3,2,3,Single,2976,No,5,3,0,0,0,0,4
349,42,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,4,4,Single,15992,No,16,3,1,0,0,0,23
350,29,0,Non-Travel,Sales,Life Sciences,4,Male,3,2,3,Married,4649,No,4,2,4,3,0,2,2
351,42,0,Travel_Rarely,Human Resources,Technical Degree,3,Male,3,1,3,Divorced,2696,Yes,4,3,3,2,1,0,2
352,32,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,2,Married,2370,No,8,3,8,0,0,7,2
353,48,0,Travel_Rarely,Sales,Medical,1,Female,3,3,3,Married,12504,No,15,1,0,0,0,0,29
354,37,0,Travel_Rarely,Research & Development,Medical,3,Male,4,2,1,Divorced,5974,Yes,13,3,7,7,6,7,6
355,30,0,Non-Travel,Sales,Technical Degree,4,Female,3,2,3,Married,4736,Yes,4,4,2,2,2,2,25
356,26,0,Travel_Rarely,Sales,Life Sciences,3,Male,3,2,3,Married,5296,No,8,3,8,7,7,7,1
357,42,0,Travel_Rarely,Research & Development,Other,1,Male,2,2,4,Single,6781,No,14,3,1,0,0,0,2
358,21,1,Travel_Frequently,Sales,Technical Degree,1,Female,2,1,2,Single,2174,Yes,3,3,3,2,1,2,1
359,36,0,Non-Travel,Sales,Medical,4,Female,3,2,4,Single,6653,No,7,3,1,0,0,0,1
360,36,0,Travel_Frequently,Sales,Medical,1,Male,2,3,4,Married,9699,No,16,3,13,9,1,12,3
361,57,0,Travel_Rarely,Research & Development,Medical,4,Male,3,2,3,Married,6755,No,15,3,3,2,1,2,1
362,40,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,4,1,3,Married,2213,Yes,10,3,7,7,1,7,10
363,21,0,Non-Travel,Sales,Medical,1,Male,3,1,4,Single,2610,No,3,2,3,2,2,2,9
364,33,1,Travel_Rarely,Sales,Marketing,4,Female,3,1,3,Single,2851,Yes,1,3,1,0,0,0,5
365,37,0,Travel_Rarely,Research & Development,Medical,3,Female,3,1,1,Married,3452,No,17,3,5,4,0,3,10
366,46,0,Non-Travel,Research & Development,Medical,3,Female,3,2,3,Married,5258,No,7,4,1,0,0,0,7
367,41,1,Travel_Frequently,Sales,Marketing,1,Male,3,2,2,Single,9355,No,8,3,8,7,7,7,4
368,50,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,2,3,4,Single,10496,No,20,3,4,3,1,3,10
369,40,1,Travel_Rarely,Sales,Marketing,3,Male,2,2,3,Married,6380,Yes,8,3,6,4,1,0,22
370,31,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,1,2,Single,2657,Yes,3,3,2,2,2,2,9
371,21,1,Travel_Rarely,Sales,Life Sciences,3,Female,4,1,2,Single,2716,No,1,3,1,0,0,0,12
372,29,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,1,4,Single,2201,No,6,3,3,2,1,2,23
373,35,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,2,2,2,Single,6540,No,10,3,1,1,0,0,9
374,27,0,Travel_Rarely,Research & Development,Medical,4,Male,3,1,2,Divorced,3816,No,5,3,5,2,0,4,1
375,28,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Single,5253,No,7,3,7,5,0,7,9
376,49,0,Travel_Rarely,Research & Development,Other,2,Male,2,3,3,Single,10965,No,26,3,5,2,0,0,7
377,51,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,2,4,Married,4936,No,18,2,7,7,0,7,14
378,36,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,3,Married,2543,No,6,3,2,2,2,2,2
379,34,1,Non-Travel,Sales,Marketing,1,Male,4,2,4,Single,5304,Yes,9,2,5,2,0,4,19
380,55,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,4,4,Single,16659,Yes,30,3,5,4,1,2,2
381,24,0,Travel_Rarely,Sales,Marketing,4,Female,3,2,3,Divorced,4260,Yes,5,4,5,2,0,3,10
382,30,0,Travel_Rarely,Sales,Technical Degree,3,Male,3,1,2,Married,2476,No,1,3,1,0,0,0,2
383,26,1,Travel_Frequently,Research & Development,Technical Degree,3,Male,3,1,1,Single,3102,No,7,3,6,4,0,4,3
384,22,0,Travel_Rarely,Research & Development,Medical,1,Female,3,1,2,Married,2244,No,2,3,2,1,1,2,11
385,36,0,Travel_Rarely,Sales,Medical,2,Male,2,3,3,Married,7596,No,10,3,10,9,9,0,2
386,30,1,Travel_Frequently,Research & Development,Technical Degree,3,Male,3,1,4,Single,2285,Yes,3,3,1,0,0,0,4
387,37,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,1,1,Divorced,3034,No,18,2,18,7,12,17,14
388,40,0,Travel_Rarely,Sales,Marketing,4,Female,3,2,2,Divorced,5715,No,8,3,5,4,1,3,2
389,42,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,1,1,Divorced,2576,No,8,3,5,2,1,2,1
390,37,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,2,2,Single,4197,Yes,18,2,1,0,0,1,10
391,43,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,2,4,2,Divorced,14336,No,25,3,25,10,3,9,12
392,40,0,Travel_Rarely,Research & Development,Medical,2,Female,2,2,3,Married,3448,No,20,3,1,0,0,0,2
393,54,0,Travel_Rarely,Research & Development,Medical,1,Male,3,5,1,Married,19406,No,24,2,4,2,1,2,5
394,34,0,Non-Travel,Sales,Marketing,3,Female,3,2,3,Married,6538,No,6,3,3,2,1,2,4
395,31,0,Travel_Rarely,Research & Development,Medical,2,Female,3,2,1,Married,4306,No,13,1,13,10,3,12,7
396,43,0,Travel_Frequently,Research & Development,Medical,4,Male,3,1,4,Married,2258,No,8,3,3,2,1,2,21
397,43,0,Travel_Rarely,Research & Development,Other,3,Female,3,2,3,Divorced,4522,Yes,8,3,5,2,0,2,8
398,25,0,Travel_Rarely,Sales,Life Sciences,2,Female,2,2,4,Single,4487,Yes,5,3,5,4,1,3,4
399,37,0,Non-Travel,Research & Development,Medical,2,Female,3,2,3,Married,4449,Yes,15,3,13,11,10,7,25
400,31,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,1,1,Married,2218,No,4,3,4,2,3,2,1
401,39,0,Travel_Frequently,Research & Development,Life Sciences,2,Male,3,5,3,Divorced,19197,Yes,21,3,21,8,1,6,1
402,56,0,Travel_Frequently,Sales,Life Sciences,3,Female,4,4,1,Married,13212,No,36,2,7,7,7,7,6
403,30,0,Travel_Rarely,Sales,Technical Degree,2,Female,3,2,3,Single,6577,No,6,3,5,4,4,4,12
404,41,0,Travel_Rarely,Sales,Marketing,2,Male,4,3,1,Married,8392,No,10,3,10,7,0,7,1
405,28,0,Travel_Rarely,Research & Development,Medical,3,Male,3,2,1,Divorced,4558,No,10,3,10,0,1,8,17
406,25,1,Travel_Rarely,Research & Development,Medical,1,Male,3,1,1,Married,4031,No,6,3,2,2,0,2,3
407,52,0,Travel_Rarely,Research & Development,Medical,4,Male,2,3,3,Married,7969,Yes,28,3,5,4,0,4,3
408,45,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,1,4,Married,2654,No,8,2,2,2,0,2,10
409,52,0,Travel_Rarely,Research & Development,Life Sciences,4,Female,3,4,4,Married,16555,No,31,1,5,2,1,4,4
410,42,0,Travel_Frequently,Research & Development,Life Sciences,1,Female,3,2,3,Divorced,4556,No,19,3,5,4,0,2,29
411,30,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,1,2,4,Single,6091,No,11,3,5,4,0,2,2
412,60,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,5,1,Married,19566,No,33,1,29,8,11,10,7
413,46,0,Travel_Rarely,Research & Development,Medical,3,Female,3,2,3,Divorced,4810,No,19,2,10,7,0,8,18
414,42,0,Travel_Frequently,Research & Development,Technical Degree,4,Female,2,2,4,Married,4523,No,7,4,6,5,0,4,28
415,24,1,Travel_Rarely,Sales,Technical Degree,1,Female,3,1,2,Single,3202,Yes,6,3,5,3,1,4,1
416,34,1,Travel_Frequently,Sales,Marketing,4,Female,1,1,3,Divorced,2351,No,3,2,2,2,1,0,6
417,38,0,Travel_Frequently,Research & Development,Life Sciences,4,Male,3,1,4,Married,1702,Yes,1,3,1,0,0,0,2
418,40,0,Travel_Rarely,Sales,Life Sciences,3,Female,3,5,3,Married,18041,No,21,3,20,15,1,12,2
419,26,0,Travel_Rarely,Research & Development,Life Sciences,1,Female,3,1,4,Divorced,2886,No,3,1,3,2,0,2,23
420,30,0,Non-Travel,Research & Development,Life Sciences,3,Male,3,1,4,Married,2097,No,9,1,5,3,1,4,3
421,29,0,Travel_Rarely,Research & Development,Medical,2,Male,2,3,3,Married,11935,No,10,3,10,2,0,7,3
422,29,1,Travel_Rarely,Research & Development,Technical Degree,3,Female,2,1,2,Married,2546,No,6,4,2,2,1,1,25
423,19,1,Travel_Rarely,Human Resources,Technical Degree,1,Male,2,1,4,Single,2564,No,1,4,1,0,0,0,2
424,30,0,Non-Travel,Sales,Other,3,Female,3,3,1,Married,8412,No,10,3,9,8,7,8,22
425,57,0,Travel_Rarely,Sales,Marketing,1,Male,2,4,4,Divorced,14118,No,32,2,1,0,0,0,29
426,50,0,Travel_Rarely,Research & Development,Life Sciences,2,Male,2,4,3,Married,17046,No,28,3,27,10,15,7,29
427,30,0,Non-Travel,Research & Development,Medical,3,Female,3,1,4,Single,2564,No,12,2,11,7,6,7,2
428,60,0,Travel_Frequently,Sales,Marketing,3,Female,2,3,1,Married,10266,No,22,4,18,13,13,11,28
429,47,0,Travel_Rarely,Research & Development,Medical,1,Female,3,2,4,Divorced,5070,No,20,3,5,0,0,4,2
430,46,0,Travel_Rarely,Research & Development,Life Sciences,1,Male,3,4,3,Married,17861,No,26,1,3,2,0,1,2
431,35,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,1,1,3,Single,4230,No,6,3,5,4,4,3,22
432,54,0,Travel_Rarely,Research & Development,Life Sciences,3,Female,3,2,3,Single,3780,No,19,3,1,0,0,0,8
433,34,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,2,1,3,Divorced,2768,No,14,3,7,3,5,7,2
434,46,0,Travel_Rarely,Sales,Marketing,3,Female,2,3,4,Married,9071,Yes,15,3,3,2,1,2,10
435,31,0,Travel_Rarely,Research & Development,Life Sciences,3,Male,3,3,2,Divorced,10648,No,13,4,13,8,0,8,9
436,33,1,Travel_Rarely,Research & Development,Medical,2,Male,3,3,3,Married,13610,Yes,15,4,7,6,7,7,15
437,33,1,Travel_Rarely,Research & Development,Medical,1,Male,1,1,4,Divorced,3408,No,8,3,4,3,1,3,10
438,30,0,Travel_Rarely,Sales,Marketing,4,Male,3,1,2,Single,2983,No,4,3,3,2,1,2,7
439,35,0,Travel_Rarely,Research & Development,Life Sciences,4,Male,3,3,3,Married,7632,Yes,10,3,8,7,0,0,16
440,31,1,Travel_Frequently,Research & Development,Life Sciences,1,Male,3,3,3,Married,9824,No,12,3,1,0,0,0,20
441,34,1,Travel_Frequently,Human Resources,Human Resources,2,Female,3,3,1,Divorced,9950,Yes,11,3,3,2,0,2,23
442,42,0,Travel_Frequently,Research & Development,Other,2,Male,3,1,3,Married,2093,No,8,3,2,2,2,0,5
443,36,0,Non-Travel,Sales,Medical,2,Male,3,3,4,Single,9980,No,10,2,10,3,9,7,10
444,22,1,Travel_Frequently,Research & Development,Technical Degree,3,Male,2,1,3,Single,3894,No,4,3,2,2,1,2,4
445,48,0,Travel_Rarely,Sales,Marketing,2,Female,3,2,4,Married,4051,No,14,3,9,7,6,7,2
446,55,0,Travel_Rarely,Sales,Life Sciences,1,Female,3,4,2,Single,16835,No,37,3,10,9,7,7,18
447,41,0,Non-Travel,Sales,Life Sciences,4,Male,3,2,4,Single,6230,No,16,3,14,3,1,10,10
448,35,0,Travel_Rarely,Sales,Marketing,2,Male,3,2,3,Married,4717,No,15,3,11,9,6,9,1
449,40,0,Travel_Rarely,Research & Development,Life Sciences,2,Female,3,4,3,Single,13237,No,22,3,20,6,5,13,6
450,39,0,Travel_Frequently,Research & Development,Life Sciences,3,Female,3,1,3,Married,3755,No,8,3,8,3,0,7,8
451,31,0,Travel_Rarely,Sales,Life Sciences,2,Male,3,2,4,Single,6582,Yes,10,4,6,5,0,5,2
452,42,0,Travel_Rarely,Research & Development,Medical,4,Male,3,3,1,Married,7406,Yes,10,2,10,9,5,8,24
453,45,0,Travel_Rarely,Sales,Other,4,Male,3,2,2,Married,4805,No,9,4,8,7,3,7,2
454,26,1,Travel_Frequently,Human Resources,Life Sciences,2,Female,3,1,3,Divorced,2741,Yes,8,2,7,7,1,0,17
455,29,0,Travel_Rarely,Research & Development,Technical Degree,4,Male,3,2,4,Divorced,4262,No,8,4,3,2,1,2,19
456,33,0,Travel_Rarely,Research & Development,Medical,1,Female,4,4,3,Divorced,16184,No,10,3,6,1,0,5,1
457,31,0,Travel_Rarely,Sales,Life Sciences,3,Male,2,3,4,Divorced,11557,No,10,2,5,4,0,1,7
458,18,1,Travel_Frequently,Sales,Marketing,2,Male,3,1,2,Single,1878,Yes,0,3,0,0,0,0,5
459,40,0,Non-Travel,Sales,Other,3,Male,1,3,1,Divorced,10932,No,20,3,1,0,0,1,28
